"availability","brand_name","category","competitor_name","competitor_price","competitor_product_id","competitor_sale_price","currency","data_valid","discount_pct","gender_target","is_on_sale","product_name","scraped_at","sizes_available/0","sizes_available/1","sizes_available/2","sizes_available/3","sizes_available/4","sizes_available/5","sizes_available/6","sizes_available/7","sizes_available/8","sizes_available/9","sku_id","source_url","style_code"
"in_stock","Puma","Sweatshirts","tchooz","90","tchooz:9115218837761",,"USD","true",,"men","false","BMW MMS Graphic Crewneck Sweat Men","2026-04-22T03:00:14Z","L","XL",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/bmw-mms-graphic-crewneck-sweat-men","does_not_exist"
"in_stock","Puma","Tights","tchooz","52","tchooz:9115218772225",,"USD","true",,"women","false","ESS Small No.1 HW Leggings Women","2026-04-22T03:00:14Z","S","M","L",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-small-no-1-hw-leggings-women","does_not_exist"
"in_stock","Puma","Jackets","tchooz","115","tchooz:9115218673921",,"USD","true",,"men","false","ESS Padded Vest Men","2026-04-22T03:00:14Z","Navy","S","M",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-padded-vest-men","does_not_exist"
"in_stock","Puma","Hoodies","tchooz","50","tchooz:9115218608385",,"USD","true",,"women","false","ESS ELEVATED Velour Rib Hoodie Women","2026-04-22T03:00:14Z","S","L",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-elevated-velour-rib-hoodie-women","does_not_exist"
"in_stock","Puma","Hoodies","tchooz","125","tchooz:9115218542849",,"USD","true",,"women","false","Hooded Sweat Suit FL cl Women","2026-04-22T03:00:14Z","XS",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/hooded-sweat-suit-fl-cl-women","does_not_exist"
"in_stock","Puma","Tees","tchooz","20","tchooz:9115218444545",,"USD","true",,"men","false","ESS Relaxed Small No. 1 Logo Tee Men","2026-04-22T03:00:14Z","L","XL","XXL",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-relaxed-small-no-1-logo-tee-men","does_not_exist"
"in_stock","Puma","Pants","tchooz","55","tchooz:9115218411777",,"USD","true",,"women","false","DARE TO Flared Pants Women","2026-04-22T03:00:14Z","S","M","L",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/dare-to-flared-pants-women","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","199","tchooz:9115218379009","139","USD","true","30.15","men","true","NEW BALANCE-BB550 Men","2026-04-22T03:00:14Z","42","42.5",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-bb550-men","does_not_exist"
"in_stock","New Balance","Low Boots","tchooz","199","tchooz:9115218346241","139","USD","true","30.15","women","true","NEW BALANCE-BB550 Women","2026-04-22T03:00:14Z","37","39",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-bb550-women","does_not_exist"
"in_stock","On","Low Boots","tchooz","195","tchooz:9115218313473",,"USD","true",,"women","false","Cloudswift 4 Women","2026-04-22T03:00:14Z","35.5","36","37","37.5","40.5","41",,,,,"does_not_exist","https://tchoozshoes.com/products/cloudswift-4-women","does_not_exist"
"in_stock","New Balance","Low boots","tchooz","111","tchooz:9115218247937",,"USD","true",,"men","false","NEW BALANCE-BB480 Men","2026-04-22T03:00:14Z","44.5","45","Navy",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/new-balance-bb480-men","does_not_exist"
"in_stock","Adidas","Low Boots","tchooz","159","tchooz:9115218215169",,"USD","true",,"men","false","GAZELLE Men","2026-04-22T03:00:14Z","42 2/3","43 1/3","44",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/gazelle-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","160","tchooz:9115218149633","110","USD","true","31.25","men","true","Cell Solar Men","2026-04-22T03:00:14Z","41","44","45",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/cell-solar-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","80","tchooz:9115218084097",,"USD","true",,"kids","false","Puma Reb-L Junior","2026-04-22T03:00:14Z","36","37","39",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/puma-reb-l-junior","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","175","tchooz:9115218051329","125","USD","true","28.57","men","true","Mostro Camo Men","2026-04-22T03:00:14Z","41","42","43","44","44.5","45","46",,,,"does_not_exist","https://tchoozshoes.com/products/mostro-camo-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","95","tchooz:9115217985793","65","USD","true","31.58","women","true","BELLA DONNA L Women","2026-04-22T03:00:14Z","36","37","38","39",,,,,,,"does_not_exist","https://tchoozshoes.com/products/bella-donna-l-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","165","tchooz:9115217953025",,"USD","true",,"women","false","Mostro OG Prime Women","2026-04-22T03:00:14Z","36","37","38","39","38.5","40",,,,,"does_not_exist","https://tchoozshoes.com/products/mostro-og-prime-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","175","tchooz:9115217920257","125","USD","true","28.57","men","true","Mostro LC Prime Men","2026-04-22T03:00:14Z","Navy","41","42","43","44","44.5","47",,,,"does_not_exist","https://tchoozshoes.com/products/mostro-lc-prime-men","does_not_exist"
"in_stock","Puma","Beanie","tchooz","28","tchooz:9115217887489",,"USD","true",,"unisex","false","ESS Mid Crown Beanie","2026-04-22T03:00:14Z","X",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-mid-crown-beanie","does_not_exist"
"in_stock","Puma","Pants","tchooz","77","tchooz:9115217690881",,"USD","true",,"men","false","M TAD ESSENTIALS Tapered Pant Men","2026-04-22T03:00:14Z","M","XXL",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/m-tad-essentials-tapered-pant-men","does_not_exist"
"in_stock","Puma","Tights","tchooz","72","tchooz:9115217658113","50","USD","true","30.56","women","true","W PUMA STRONG TIGHT - HW FL Women","2026-04-22T03:00:14Z","XS","L","M",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/w-puma-strong-tight-hw-fl-women","does_not_exist"
"in_stock","Puma","Bras","tchooz","42","tchooz:9115217625345",,"USD","true",,"women","false","4KEEPS ELASTIC BRA - P Women","2026-04-22T03:00:14Z","L","XS",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/4keeps-elastic-bra-p-women","does_not_exist"
"in_stock","Puma","Bras","tchooz","42","tchooz:9115217559809","30","USD","true","28.57","women","true","4KEEPS BRA - RIBBON STRIPE PRINT Women","2026-04-22T03:00:14Z","XS",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/4keeps-bra-ribbon-stripe-print-women","does_not_exist"
"in_stock","Puma","Hoodies","tchooz","72","tchooz:9115217527041","50","USD","true","30.56","boys","true","MID90s Layered Hoodie FL Boys","2026-04-22T03:00:14Z","8 Years","16 Years",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/mid90s-layered-hoodie-fl-boys","does_not_exist"
"in_stock","Puma","Pants","tchooz","55","tchooz:9115217494273","40","USD","true","27.27","girls","true","TWEENERVERSE Sweatpants TR Girls","2026-04-22T03:00:14Z","8 Years","10 Years","14 Years",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/tweenerverse-sweatpants-tr-girls","does_not_exist"
"in_stock","Puma","Tees","tchooz","25","tchooz:9115217297665",,"USD","true",,"girls","false","MOODY CAT Graphic Tee I PS","2026-04-22T03:00:14Z","6 Years","7 Years","4 Years","5 Years",,,,,,,"does_not_exist","https://tchoozshoes.com/products/moody-cat-graphic-tee-i-ps","does_not_exist"
"in_stock","Puma","Tees","tchooz","32","tchooz:9115217264897","20","USD","true","37.5","girls","true","MOODY CAT Graphic Tee II PS","2026-04-22T03:00:14Z","Gold","6 Years",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/moody-cat-graphic-tee-ii-ps","does_not_exist"
"in_stock","Puma","Pants","tchooz","55","tchooz:9115217199361","40","USD","true","27.27","girls","true","MOODY CAT Sweatpants TR PS","2026-04-22T03:00:14Z","Gold","7 Years",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/moody-cat-sweatpants-tr-ps","does_not_exist"
"in_stock","Puma","Tees","tchooz","32","tchooz:9115217166593","20","USD","true","37.5","girls","true","SUPER PUMA Graphic Tee PS","2026-04-22T03:00:14Z","4 Years","6 Years","7 Years",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/super-puma-graphic-tee-ps","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","115","tchooz:9115217101057","80","USD","true","30.43","girls","true","Speedcat Pearlized Junior","2026-04-22T03:00:14Z","36","37","37.5","38","38.5","39",,,,,"does_not_exist","https://tchoozshoes.com/products/speedcat-pearlized-junior","does_not_exist"
"in_stock","Puma","Shorts","tchooz","42","tchooz:9115217068289",,"USD","true",,"men","false","M TAD ESSENTIALS 7"" Woven Short Men","2026-04-22T03:00:14Z","S","XL","XXL",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/m-tad-essentials-7-woven-short-men","does_not_exist"
"in_stock","Puma","Pants","tchooz","75","tchooz:9115217035521","55","USD","true","26.67","boys","true","T7 SUPER PUMA Woven Pants Boys","2026-04-22T03:00:14Z","8 Years","10 Years","12 Years","14 Years","16 Years",,,,,,"does_not_exist","https://tchoozshoes.com/products/t7-super-puma-woven-pants-boys","does_not_exist"
"in_stock","Puma","Tees","tchooz","47","tchooz:9115217002753","30","USD","true","36.17","women","true","W RUN VELOCITY TEE (TRI-BLEND) Women","2026-04-22T03:00:14Z","XS","S",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/w-run-velocity-tee-tri-blend-women","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","75","tchooz:9115216838913","40","USD","true","46.67",,"true","Trinity Lite MID 90s AC+ Inf","2026-04-22T03:00:14Z","21","22",,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/trinity-lite-mid-90s-ac-inf","does_not_exist"
"in_stock","Puma","Tights","tchooz","35","tchooz:9115216806145","10","USD","true","71.43","girls","true","ESS Logo Leggings Girls","2026-04-22T03:00:14Z","14 Years",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/ess-logo-leggings-girls","does_not_exist"
"in_stock","Puma","Tees","tchooz","50","tchooz:9115216707841","20","USD","true","60","women","true","W RUN VELOCITY AOP TEE (POLY) Women","2026-04-22T03:00:14Z","Purple",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/w-run-velocity-aop-tee-poly-women","does_not_exist"
"in_stock","Puma","Tights","tchooz","40","tchooz:9115216675073",,"USD","true",,"women","false","W STRONG FLORAL RIBBON TIGHT 7/8 Women","2026-04-22T03:00:14Z","L",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/w-strong-floral-ribbon-tight-7-8-women","does_not_exist"
"in_stock","Puma","tees","tchooz","30","tchooz:9115216576769","10","USD","true","66.67",,"true","CATS CLUB Tee PS","2026-04-22T03:00:14Z","4 Years","5 Years","6 Years",,,,,,,,"does_not_exist","https://tchoozshoes.com/products/cats-club-tee-ps","does_not_exist"
"in_stock","Puma","Tees","tchooz","15","tchooz:9115216544001",,"USD","true",,"boys","false","MID90s Graphic Tee II Boys","2026-04-22T03:00:14Z","8 Years",,,,,,,,,,"does_not_exist","https://tchoozshoes.com/products/mid90s-graphic-tee-ii-boys","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","100","tchooz:9115216511233",,"USD","true",,"men","false","ATTACANTO II FG/AG Men","2026-04-22T03:00:14Z","41","42","43","44","44.5","45","46","47",,,"does_not_exist","https://tchoozshoes.com/products/attacanto-ii-fg-ag-men","does_not_exist"
"in_stock","Puma","Low Boots","tchooz","100","tchooz:9115216478465",,"USD","true",,"men","false","ATTACANTO II TT Men","2026-04-22T03:00:14Z","41","42","43","44","44.5","45","46","47",,,"does_not_exist","https://tchoozshoes.com/products/attacanto-ii-tt-men","does_not_exist"
