style_code,mikesport_product,adidas_product,mikesport_price_original,mikesport_currency,adidas_price_original,adidas_currency,mikesport_price_usd,adidas_price_usd,mikesport_price_lbp,adidas_price_lbp,same_price,cheaper_retailer,more_expensive_retailer,price_relation,price_diff_usd,price_diff_lbp
JE3977,Adidas Future Icons Small Logo Women Sportswear Pant Black,"Future Icons Small Logo Pants, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JE5653,Adidas Lightweight Baseball Unisex Training Cap Black,"Unisex Lightweight Baseball Cap, Black",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
JE6416,Adidas Essentials Men Sportswear Short Olive Strata/Black,"Essential 3-Stripes French Terry Shorts, Green",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JE6698,Adidas Techfit Men Training T-Shirt Black,"TECHFIT Compression Training T-Shirt, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JE7538,Adidas Z N E Men Sportswear Hoody Black,"Adidas Z.N.E. Full Zip, Black",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JE7540,Adidas Z N E Men Sportswear Short Black,"New adidas Z.N.E. Shorts, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JE7842,Adidas Z N E Women Sportswear Pant Black,"adidas Z.N.E. Tracksuit Bottoms, Black",135.0,USD,12150000.0,LBP,135.0,135.0,12150000.0,12150000.0,True,tie,tie,same_price,0.0,0.0
JE7843,Adidas Z N E Women Sportswear Pant White,"adidas Z.N.E. Tracksuit Bottoms, White",135.0,USD,12150000.0,LBP,135.0,135.0,12150000.0,12150000.0,True,tie,tie,same_price,0.0,0.0
JE7848,Adidas Z N E Women Sportswear Hoody Black,"adidas Z.N.E. Full-Zip Hoodie, Black",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JE7849,Adidas Z N E Women Sportswear Hoody White,"adidas Z.N.E. Full-Zip Hoodie, White",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JE7857,Adidas Z N E Women Sportswear T-Shirt White,"adidas Z.N.E. T-Shirt, White",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JF1117,Adidas Essentials Small Logo Chelsea Men Sportswear Short Black/White,"Essentials Small Logo Chelsea Shorts, Black",44.0,USD,3960000.0,LBP,44.0,44.0,3960000.0,3960000.0,True,tie,tie,same_price,0.0,0.0
JF2847,Adidas Z.N.E. Full-Zip Kids-Unisex Sportswear Hoody Black,"Unisex Kids adidas Z.N.E. Full-Zip Hooded Track Jacket, Black",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JF3615,Adidas Essentials Loose Fit 3 Stripes Men Sportswear T-Shirt Black/White,"Essentials Loose Fit 3 Bar Logo T-Shirt, Black",44.0,USD,3960000.0,LBP,44.0,44.0,3960000.0,3960000.0,True,tie,tie,same_price,0.0,0.0
JF8484,Adidas Lightweight Baseball Unisex Training Cap White,"Unisex Lightweight Baseball Cap, White",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
JF8499,Adidas Club Climacool Men Tennis Short Black,"Club Tennis Climacool Shorts, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JF8502,Adidas Club Men Tennis T-Shirt Black,"Club Tennis Climacool T-Shirt, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JF8506,Adidas Club Tennis Men Tennis Polo Short Sleeve Black,"Club Tennis Polo Shirt, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JG0978,Adidas Club Climacool 3-Stripes Men Tennis T-Shirt Black,"Club Tennis Climacool 3-Stripes T-Shirt, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JG0998,Adidas New Logo Baseball Unisex Training Cap Black/White,"Unisex New Logo Baseball Cap, Black",28.0,USD,2520000.0,LBP,28.0,28.0,2520000.0,2520000.0,True,tie,tie,same_price,0.0,0.0
JG3941,Adidas Essentials Big Logo Women Training Tight Black,"Train Essentials Big Logo Full-Length Leggings, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JH6944,Adidas Lightblaze Men Sportswear Shoes Alumina/Black,"Lightblaze Shoes, Beige",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JH9242,Adidas Tensaur Switch Ps-Boys Sportswear Shoes Core Black,"Kids Unisex Tensaur Switch Shoes, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JH9976,Adidas Superstar Ii Gs Original Shoes White/Core Black,"Kids Unisex Superstar II Shoes, White",126.0,USD,11340000.0,LBP,126.0,126.0,11340000.0,11340000.0,True,tie,tie,same_price,0.0,0.0
JI0079,Adidas Superstar Ii Unisex Original Shoes Black/White,"Unisex Superstar II Shoes, Black",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JI0182,Adidas Tokyo Women Original Shoes Off White,"Tokyo Shoes, White",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JI1282,Adidas Sl 72 Rs Men Original Shoes Black/White/Blue,"Sl 72 Rs Shoes, Black",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JI1697,Adidas Duramo 2 Infant Unisex Sportswear Shoes Black/White/Grey,"Unisex Kids Duramo 2.0 Shoes, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JI2316,Adidas Barreda Decode Men Sportswear Shoes Black/White,"Barreda Decode Shoes, Black",126.0,USD,11340000.0,LBP,126.0,126.0,11340000.0,11340000.0,True,tie,tie,same_price,0.0,0.0
JI3988,Adidas Superstar Ii Comfort Closure Ps Original Shoes White/Core Black,"Unisex Kids Superstar II Comfort Closure Shoes, White",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
JI4331,Adidas Campus 00S Ps Original Shoes Black/White,"Unisex Kids Campus 00s Elastic Lace Shoes, Black",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
JI6816,Adidas Inter Miami Cf 25/26 Messi Home Kids-Unisex Football T-Shirt Easy Pink,"Kids Unisex Inter Miami CF 25/26 Messi Home Jersey, Pink",126.0,USD,11340000.0,LBP,126.0,126.0,11340000.0,11340000.0,True,tie,tie,same_price,0.0,0.0
JI8876,Adidas Basic 3 Stripes French Terry Men Sportswear Tracksuit Grey Heather,"Sportswear Basic 3-Stripes French Terry Track Suit, Grey",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JJ1926,Adidas Real Madrid 25/26 Home Men Football Short White,"Real Madrid 25/26 Home Shorts, White",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JJ2137,Adidas Fc Bayern 25/26 Home Jersey Men Football T-Shirt Red,"FC Bayern 25/26 Home Jersey, Red",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JJ4144,Adidas Z.N.E Kids-Unisex Sportswear T-Shirt White/Black,"Unisex Kids adidas Z.N.E. T-Shirt, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JL5491,Adidas All Me Essentials Medium Support Women Training Bra Black,"adidas All Me Essentials Medium Support Bra, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JL6937,Adidas Italy 26 Home Men Football T-Shirt Bold Blue,"Italy 26 Home Replica Jersey , Blue",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JL6941,Adidas Italy 26 Home Men Football Short White,"Italy 26 Home Replica Shorts, White",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JM3905,Adidas City Tech Utility Men Sportswear T-Shirt Black,"City Tech Utility T-Shirt, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JM8396,Adidas Argentina 26 Home Men Football T-Shirt White/Icey Blue,"Argentina 26 Home Replica Jersey , White",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JM8976,Adidas Climacool Category Graphic Men Training T-Shirt Chalk White,"CLIMACOOL Category Training Graphic T-Shirt, Beige",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JN1969,Adidas Club Climacool Women Tennis Skirt White,"Club Tennis Climacool Skirt, White",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JN2073,Adidas Germany 26 Home Men Football Short Black/White,"Germany 26 Home Replica Shorts , Black",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JN4390,Adidas Spain 26 Home Men Football T-Shirt Vivid Red,"Spain 26 Home Jersey, Red",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JN4396,Adidas Spain 26 Home Men Football Short Dark Blue,"Spain 26 Home Replica Shorts , Blue",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JN5237,Adidas Juventus 25/26 Home Jersey Kids-Unisex Football T-Shirt White/Black,"Kids Unisex Juventus 25/26 Home Jersey, White",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JN8511,Adidas Fc Bayern 25/26 Home Kids-Boys Football Short Red,"Kids Unisex FC Bayern 25/26 Home Shorts, Red",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JN8878,Adidas Real Madrid 25/26 Home Kids-Unisex Football Short White,"Kids Unisex Real Madrid 25/26 Home Shorts, White",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JN8887,Adidas Real Madrid 25/26 Home Jersey Kids-Unisex Football T-Shirt White,"Kids Unisex Real Madrid 25/26 Home Jersey, White",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JP2644,Adidas D4T Knit Women Training Pant Black,"Designed For Training Warm-Up Joggers, Black",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
JP3013,Adidas Manchester United 25/26 Home Jersey Kids-Boys Football T-Shirt Mufc Red,"Kids Unisex Manchester United 25/26 Home Jersey, Red",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JP5957,Adidas Barreda Women Sportswear Shoes Core White/Aluminium,"Barreda Shoes, White",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
JP7134,Adidas Gazelle Comfort Infant-Boys Original Shoes Blue/Orange,"Unisex Kids Gazelle Comfort Closure Elastic Laces Shoes, Blue",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JP7536,Adidas Vl Court 3.0 Men Sportswear Shoes Earth Strata,"VL Court 3.0 Shoes, Brown",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
JP9402,Adidas Runfalcon 5 Ps-Girls Sportswear Shoes Pink,"Kids Unisex Runfalcon 5 Shoes, Pink",63.0,USD,5670000.0,LBP,63.0,63.0,5670000.0,5670000.0,True,tie,tie,same_price,0.0,0.0
JQ0944,Adidas F50 Messi League Tf Kids Football Shoes Cloud White/Pink,"Kids Unisex F50 MESSI LEAGUE Turf Football Shoes, White",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JQ1448,Adidas Dropset Control Women Training Shoes Core Black,"Dropset Control Training Shoes, Black",135.0,USD,12150000.0,LBP,135.0,135.0,12150000.0,12150000.0,True,tie,tie,same_price,0.0,0.0
JQ1853,Adidas Tensaur Sport 3.0 Infant-Girls Sportswear Shoes Cloud White,"Kids Unisex Tensaur Sport 3.0 Shoes, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JQ2620,Adidas Galaxy 7 Men Running Shoes White/Blue/Black,"Galaxy 7 Running Shoes, White",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JQ2623,Adidas Galaxy 7 Men Running Shoes Onix,"Galaxy 7 Running Shoes, Grey",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JQ3018,Adidas Duramo Sl Ps-Girls Running Shoes Navy/Metallic/Pink,"Kids Unisex Duramo SL Shoes, Blue",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JQ4244,Adidas Supernova Ease 2 Women Running Shoes Core Black,"Supernova Ease 2 W Running Shoes, Black",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JQ5081,Adidas Questar 3 Men Running Shoes White/Black/Ruby,"Questar 3 Running Shoes, White",126.0,USD,11340000.0,LBP,126.0,126.0,11340000.0,11340000.0,True,tie,tie,same_price,0.0,0.0
JQ9497,Adidas Anthony Edwards 2 Men Basketball Shoes Silver Metallic/Ruby,"Unisex Anthony Edwards 2 Shoes, Grey",191.0,USD,17190000.0,LBP,191.0,191.0,17190000.0,17190000.0,True,tie,tie,same_price,0.0,0.0
JR2253,Adidas Anthony Edwards 2 Gs Basketball Shoes Pink/Black/Red,"Kids Unisex Anthony Edwards 2 J Shoes, Pink",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JR2280,Adidas Supernova Rise 3 Men Running Shoes Core Black/Carbon,"Supernova Rise 3 Running Shoes, Black",208.0,USD,18720000.0,LBP,208.0,208.0,18720000.0,18720000.0,True,tie,tie,same_price,0.0,0.0
JR2852,Adidas Copa Pure 3 League Turf Unisex Football Shoes White/Black/Lemon,"Unisex Copa Pure 3 League Turf Boots, Black",126.0,USD,11340000.0,LBP,126.0,126.0,11340000.0,11340000.0,True,tie,tie,same_price,0.0,0.0
JR3312,Adidas Predator League Fold-Over Tongue Firm Ground Kids Football Shoes Iron Metallic,"Kids Unisex PREDATOR LEAGUE Fold-Over Tongue Firm Ground Football Boots, Grey",126.0,USD,11340000.0,LBP,126.0,126.0,11340000.0,11340000.0,True,tie,tie,same_price,0.0,0.0
JR4677,Adidas Dropset 4 Men Training Shoes Core Black,"Dropset 4 Training Shoes, Black",208.0,USD,18720000.0,LBP,208.0,208.0,18720000.0,18720000.0,True,tie,tie,same_price,0.0,0.0
JR5758,Adidas Taekwondo Mei Women Original Ballerinas Clear Sky,"Taekwondo Mei Shoes, Blue",135.0,USD,12150000.0,LBP,135.0,135.0,12150000.0,12150000.0,True,tie,tie,same_price,0.0,0.0
JR7912,Adidas Predator League Turf Kids Football Shoes Lucid Red,"Kids Unisex PREDATOR LEAGUE Turf Football Shoes, Red",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
JR7925,Adidas Predator League Fold-Over Tongue Fg Kids Football Shoes Lucid Red,"Kids Unisex PREDATOR LEAGUE Fold-Over Tongue Firm Ground Football Boots, Red",126.0,USD,11340000.0,LBP,126.0,126.0,11340000.0,11340000.0,True,tie,tie,same_price,0.0,0.0
JR8130,Adidas Disney Minnie Mouse Grand Court Infant-Girls Sportswear Shoes White/Pink,"Kids Unisex adidas Disney Minnie Mouse Grand Court Shoes, White",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JR8978,Adidas F50 League Turf Men Football Shoes Team Solar Yellow,"Unisex F50 LEAGUE Turf Football Shoes , Yellow",135.0,USD,12150000.0,LBP,135.0,135.0,12150000.0,12150000.0,True,tie,tie,same_price,0.0,0.0
JR8995,Adidas F50 League Fg/Mg Men Football Shoes Team Solar Yellow,"Unisex F50 LEAGUE Firm Ground / Multi Ground Football Boots, Yellow",135.0,USD,12150000.0,LBP,135.0,135.0,12150000.0,12150000.0,True,tie,tie,same_price,0.0,0.0
JR9014,Adidas F50 League Fg/Mg Kids Football Shoes Team Solar Yellow,"Kids Unisex F50 LEAGUE Firm Ground / Multi Ground Football Boots, Yellow",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
JR9018,Adidas F50 League Turf Kids Football Shoes Team Solar Yellow,"Kids Unisex F50 LEAGUE Turf Football Shoes, Yellow",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
JS0422,Adidas Predator League Men Football Shoes Red/Black/White,"Unisex PREDATOR LEAGUE Fold-Over Tongue Firm Ground Football Boots, Red",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JS0426,Adidas Predator League Fold-Over Tongue Fg Men Football Shoes Iron Metallic,"Unisex Predator League Fold-Over Tongue Firm Ground Football Boots, Grey",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JS1729,Adidas Duramo Sl Infant-Girls Running Shoes Navy/Metallic/Pink,"Kids Unisex Duramo 2.0 Shoes, Blue",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JS2181,Adidas Ownthegame 3.0 Kids Basketball Shoes Core Black,"Kids Unisex Ownthegame 3.0 Shoes, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JS2344,Adidas X Disney Mickey Mouse Grand Court Infant-Boys Sportswear Shoes Dark Blue,"Kids Unisex Adidas X Disney Mickey Mouse Grand Court Shoes, Blue",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JS3121,Adidas Dropset Control Women Training Shoes White/Grey/Red,"Dropset Control Training Shoes, White",135.0,USD,12150000.0,LBP,135.0,135.0,12150000.0,12150000.0,True,tie,tie,same_price,0.0,0.0
JS3676,Adidas Breaknet 3.0 Infant-Girls Sportswear Shoes Cloud White/Pink,"Kids Unisex Breaknet 3.0 Shoes, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JS3678,Adidas Breaknet 3.0 Infant-Boys Sportswear Shoes White/Bright Royal,"Kids Unisex Breaknet 3.0 Shoes, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JS3686,Adidas Breaknet 3.0 Ps-Boys Sportswear Shoes Cloud White/Black,"Kids Unisex Breaknet 3.0 Shoes, White",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JS4430,Adidas Duramo Rc2 Men Running Shoes Halo Silver,"Duramo RC2 Running Shoes, Grey",76.0,USD,6840000.0,LBP,76.0,76.0,6840000.0,6840000.0,True,tie,tie,same_price,0.0,0.0
JV5845,Adidas Real Madrid 25/26 Third Jersey Men Football T-Shirt Blue Bird,"Real Madrid 25/26 Third Jersey, Blue",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JV6425,Adidas Liverpool Fc 25/26 Home Men Football Short Strawberry Red,"Liverpool FC 25/26 Home Shorts, Red",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JV6436,Adidas Liverpool Fc 25/26 Home Jersey Kids-Boys Football T-Shirt Strawberry Red,"Kids Unisex Liverpool FC 25/26 Home Jersey, Red",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JV6487,Adidas Liverpool Fc 25/26 Away Jersey Men Football T-Shirt Wonder White,"Liverpool FC 25/26 Away Jersey, White",159.0,USD,14310000.0,LBP,159.0,159.0,14310000.0,14310000.0,True,tie,tie,same_price,0.0,0.0
JV7401,Adidas 3S Crew 3 Pack Unisex Original Sock White,"Unisex 3-Stripes Crew Socks - 3 Pairs, White",21.0,USD,1890000.0,LBP,21.0,21.0,1890000.0,1890000.0,True,tie,tie,same_price,0.0,0.0
JV7402,Adidas 3S Crew 3 Pack Unisex Original Sock Black,"Unisex 3-Stripes Crew Socks - 3 Pairs, Black",21.0,USD,1890000.0,LBP,21.0,21.0,1890000.0,1890000.0,True,tie,tie,same_price,0.0,0.0
JW0971,Adidas Trefoil Essentials Men Original T-Shirt Black,"Trefoil Essentials T-Shirt, Black",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JW7661,Adidas All Me Essentials Full-Length Women Training Tight Black,"All Me Essentials Full-Length Leggings, Black",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JW7667,Adidas All Me Essentials Flare Women Training Tight Black,"All Me Essentials Flare Leggings, Black",80.0,USD,7200000.0,LBP,80.0,80.0,7200000.0,7200000.0,True,tie,tie,same_price,0.0,0.0
JX2247,Adidas Own The Run Men Running Short Preloved Ink,"Own The Run Shorts, Blue",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JX2673,Adidas Essentials 5 Inch Men Swim Swim Short Black/White,"Swim 5-Inch Shorts, Black",44.0,USD,3960000.0,LBP,44.0,44.0,3960000.0,3960000.0,True,tie,tie,same_price,0.0,0.0
JX5006,Adidas Optime 3-Stripes Medium Support Women Training Bra Black,"Optime Workout 3-Stripes Medium Support Bra, Black",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JX7186,Adidas City Tech Utility Woven Men Sportswear Pant Black,"City Tech Utility Woven Tracksuit Bottoms, Black",105.0,USD,9450000.0,LBP,105.0,105.0,9450000.0,9450000.0,True,tie,tie,same_price,0.0,0.0
JY7585,Adidas Italy 26 Home Kids-Unisex Football T-Shirt Bold Blue,"Kids Unisex Italy 26 Home Kids Jersey, Blue",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JY7606,Adidas Italy 26 Home Kids-Unisex Football Short White,"Kids Unisex Italy 26 Home Kids Shorts, White",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JZ0201,Adidas Seasonal Essentials Leopard Print Biker 3 Stripes Women Sportswear Short Multicolor,"Seasonal Essentials Leopard Print Biker Shorts with 3-Stripes, Multicolor",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JZ0204,Adidas Seasonal Essentials Leopard Print 3 Stripes Women Sportswear Dress Multicolor,"Seasonal Essentials Leopard Print Mini-Dress with 3-Stripes, Multicolor",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JZ0528,Adidas Thin&Light Ankle 3 Pair Unisex Training Sock White/Black,"Unisex Thin&Light Sportswear Ankle Socks - 3 Pair Pack, White",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
JZ0530,Adidas Cushioned Crew 3 Pair Unisex Training Sock White/Black,"Unisex Cushioned Sportswear Crew Socks - 3 Pair Pack, White",19.0,USD,1710000.0,LBP,19.0,19.0,1710000.0,1710000.0,True,tie,tie,same_price,0.0,0.0
JZ0533,Adidas Essentials Low 3 Pack Unisex Training Sock White/Black,"Unisex Thin&Light Essentials Low Cut Socks - 3 Pair Pack, White",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
JZ0534,Adidas Thin&Light Sportswear No Show 3 Pair Pack Unisex Training Sock White/Black,"Unisex Thin&Light Sportswear No Show Socks - 3 Pair Pack, White",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
JZ2308,Adidas Apwr Unisex Training Backpack Black/White,"Unisex Adidas Primelift Backpack, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JZ3533,Adidas Minecraft Training Summer Little-Boys Sportswear Set White,"Kids Unisex Adidas Minecraft Training Summer Set, White",67.0,USD,6030000.0,LBP,67.0,67.0,6030000.0,6030000.0,True,tie,tie,same_price,0.0,0.0
JZ4451,Adidas Liverpool Fc Unisex Football Bottle Star Red/White,"Unisex Liverpool FC Water Bottle, Red",18.0,USD,1620000.0,LBP,18.0,18.0,1620000.0,1620000.0,True,tie,tie,same_price,0.0,0.0
JZ4560,Adidas Germany 26 Home Kids-Unisex Football T-Shirt White,"Kids Unisex Germany 26 Home Kids Jersey, White",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JZ4562,Adidas Germany 26 Home Kids-Unisex Football Short Black/White,"Kids Germany 26 Home Replica Kids Shorts, Black",61.0,USD,5490000.0,LBP,61.0,61.0,5490000.0,5490000.0,True,tie,tie,same_price,0.0,0.0
JZ5115,Adidas Adi365 Climacool Women Running T-Shirt White,"adi365 Climacool T-Shirt, White",54.0,USD,4860000.0,LBP,54.0,54.0,4860000.0,4860000.0,True,tie,tie,same_price,0.0,0.0
JZ5757,Adidas Spain 26 Home Kids-Unisex Football T-Shirt Vivid Red,"Kids Unisex Spain 26 Home Jersey , Red",117.0,USD,10530000.0,LBP,117.0,117.0,10530000.0,10530000.0,True,tie,tie,same_price,0.0,0.0
JZ7085,Adidas Apwr Organiser Men Training Bag Black/White,"Unisex Adidas Primelift Organizer, Black",26.0,USD,2340000.0,LBP,26.0,26.0,2340000.0,2340000.0,True,tie,tie,same_price,0.0,0.0
